product_name	step_number	step_name	qty	step_ct
A005-MA	60.013	A005-R1-BG2-UNIT-MARKING	7	24.84
A005-MA	60.013	A005-R1-BG2-UNIT-MARKING	8	28.2
A005-MA	60.013	A005-R1-BG2-UNIT-MARKING	9	31.56
A005-MA	60.013	A005-R1-BG2-UNIT-MARKING	10	34.92
A005-MA	60.013	A005-R1-BG2-UNIT-MARKING	11	38.28
A005-MA	60.013	A005-R1-BG2-UNIT-MARKING	12	41.64
A005-MA	60.013	A005-R1-BG2-UNIT-MARKING	13	45.0
A005-MA	60.014	A005-R1-BG2-DEPTH-SHIFT-MEAS	1	43.8
A005-MA	60.014	A005-R1-BG2-DEPTH-SHIFT-MEAS	2	55.2
A005-MA	60.014	A005-R1-BG2-DEPTH-SHIFT-MEAS	3	66.6
A005-MA	60.014	A005-R1-BG2-DEPTH-SHIFT-MEAS	4	78.0
A005-MA	60.014	A005-R1-BG2-DEPTH-SHIFT-MEAS	5	89.4
A005-MA	60.014	A005-R1-BG2-DEPTH-SHIFT-MEAS	6	100.8
A005-MA	60.014	A005-R1-BG2-DEPTH-SHIFT-MEAS	7	112.2
A005-MA	60.014	A005-R1-BG2-DEPTH-SHIFT-MEAS	8	123.6
A005-MA	60.014	A005-R1-BG2-DEPTH-SHIFT-MEAS	9	135.0
A005-MA	60.014	A005-R1-BG2-DEPTH-SHIFT-MEAS	10	146.4
A005-MA	60.014	A005-R1-BG2-DEPTH-SHIFT-MEAS	11	157.8
A005-MA	60.014	A005-R1-BG2-DEPTH-SHIFT-MEAS	12	169.2
A005-MA	60.014	A005-R1-BG2-DEPTH-SHIFT-MEAS	13	180.6
A005-MA	60.015	A005-RA-BG2-2D-SCAN	1	6.0
A005-MA	60.015	A005-RA-BG2-2D-SCAN	2	12.0
A005-MA	60.015	A005-RA-BG2-2D-SCAN	3	18.0
A005-MA	60.015	A005-RA-BG2-2D-SCAN	4	24.0
A005-MA	60.015	A005-RA-BG2-2D-SCAN	5	30.0
A005-MA	60.015	A005-RA-BG2-2D-SCAN	6	36.0
A005-MA	60.015	A005-RA-BG2-2D-SCAN	7	42.0
A005-MA	60.015	A005-RA-BG2-2D-SCAN	8	48.0
A005-MA	60.015	A005-RA-BG2-2D-SCAN	9	54.0
A005-MA	60.015	A005-RA-BG2-2D-SCAN	10	60.0
A005-MA	60.015	A005-RA-BG2-2D-SCAN	11	66.0
A005-MA	60.015	A005-RA-BG2-2D-SCAN	12	72.0
A005-MA	60.015	A005-RA-BG2-2D-SCAN	13	78.0
A005-MA	60.016	A005-R1-BG2-DATA-REVIEW	1	17.4
A005-MA	60.016	A005-R1-BG2-DATA-REVIEW	2	17.4
A005-MA	60.016	A005-R1-BG2-DATA-REVIEW	3	17.4
A005-MA	60.016	A005-R1-BG2-DATA-REVIEW	4	17.4
A005-MA	60.016	A005-R1-BG2-DATA-REVIEW	5	17.4
A005-MA	60.016	A005-R1-BG2-DATA-REVIEW	6	17.4
A005-MA	60.016	A005-R1-BG2-DATA-REVIEW	7	17.4
A005-MA	60.016	A005-R1-BG2-DATA-REVIEW	8	17.4
A005-MA	60.016	A005-R1-BG2-DATA-REVIEW	9	17.4
A005-MA	60.016	A005-R1-BG2-DATA-REVIEW	10	17.4
A005-MA	60.016	A005-R1-BG2-DATA-REVIEW	11	17.4
A005-MA	60.016	A005-R1-BG2-DATA-REVIEW	12	17.4
A005-MA	60.016	A005-R1-BG2-DATA-REVIEW	13	17.4
A005-MA	60.017	A005-R1-BG2-INSP2	1	2.16
A005-MA	60.017	A005-R1-BG2-INSP2	2	3.48
A005-MA	60.017	A005-R1-BG2-INSP2	3	4.8
A005-MA	60.017	A005-R1-BG2-INSP2	4	6.12
A005-MA	60.017	A005-R1-BG2-INSP2	5	7.44
A005-MA	60.017	A005-R1-BG2-INSP2	6	8.76
A005-MA	60.017	A005-R1-BG2-INSP2	7	10.08
A005-MA	60.017	A005-R1-BG2-INSP2	8	11.4
A005-MA	60.017	A005-R1-BG2-INSP2	9	12.72
A005-MA	60.017	A005-R1-BG2-INSP2	10	14.04
A005-MA	60.017	A005-R1-BG2-INSP2	11	15.36
A005-MA	60.017	A005-R1-BG2-INSP2	12	16.68
A005-MA	60.017	A005-R1-BG2-INSP2	13	18.0
A005-MA	60.018	A005-R1-BG2-INSP2-REV	1	4.2
A005-MA	60.018	A005-R1-BG2-INSP2-REV	2	4.2
A005-MA	60.018	A005-R1-BG2-INSP2-REV	3	4.2
A005-MA	60.018	A005-R1-BG2-INSP2-REV	4	4.2
A005-MA	60.018	A005-R1-BG2-INSP2-REV	5	4.2
A005-MA	60.018	A005-R1-BG2-INSP2-REV	6	4.2
A005-MA	60.018	A005-R1-BG2-INSP2-REV	7	4.2
A005-MA	60.018	A005-R1-BG2-INSP2-REV	8	4.2
A005-MA	60.018	A005-R1-BG2-INSP2-REV	9	4.2
A005-MA	60.018	A005-R1-BG2-INSP2-REV	10	4.2
A005-MA	60.018	A005-R1-BG2-INSP2-REV	11	4.2
A005-MA	60.018	A005-R1-BG2-INSP2-REV	12	4.2
A005-MA	60.018	A005-R1-BG2-INSP2-REV	13	4.2
A005-MA	70.001	A005-R1-TRIM2-TRIMMING	1	30.6
A005-MA	70.001	A005-R1-TRIM2-TRIMMING	2	57.0
A005-MA	70.001	A005-R1-TRIM2-TRIMMING	3	83.4
A005-MA	70.001	A005-R1-TRIM2-TRIMMING	4	109.8
A005-MA	70.001	A005-R1-TRIM2-TRIMMING	5	136.2
A005-MA	70.001	A005-R1-TRIM2-TRIMMING	6	162.6
A005-MA	70.001	A005-R1-TRIM2-TRIMMING	7	189.0
A005-MA	70.001	A005-R1-TRIM2-TRIMMING	8	215.4
A005-MA	70.001	A005-R1-TRIM2-TRIMMING	9	241.68
A005-MA	70.001	A005-R1-TRIM2-TRIMMING	10	267.96
A005-MA	70.001	A005-R1-TRIM2-TRIMMING	11	294.24
A005-MA	70.001	A005-R1-TRIM2-TRIMMING	12	320.52
A005-MA	70.001	A005-R1-TRIM2-TRIMMING	13	346.8
A005-MA	70.002	A005-R1-TRIM2-CHIPPING-INSP	1	1.44
A005-MA	70.002	A005-R1-TRIM2-CHIPPING-INSP	2	1.92
A005-MA	70.002	A005-R1-TRIM2-CHIPPING-INSP	3	2.4
A005-MA	70.002	A005-R1-TRIM2-CHIPPING-INSP	4	2.88
A005-MA	70.002	A005-R1-TRIM2-CHIPPING-INSP	5	3.36
A005-MA	70.002	A005-R1-TRIM2-CHIPPING-INSP	6	3.84
A005-MA	70.002	A005-R1-TRIM2-CHIPPING-INSP	7	4.32
A005-MA	70.002	A005-R1-TRIM2-CHIPPING-INSP	8	4.8
A005-MA	70.002	A005-R1-TRIM2-CHIPPING-INSP	9	5.28
A005-MA	70.002	A005-R1-TRIM2-CHIPPING-INSP	10	5.76
A005-MA	70.002	A005-R1-TRIM2-CHIPPING-INSP	11	6.24
A005-MA	70.002	A005-R1-TRIM2-CHIPPING-INSP	12	6.72
A005-MA	70.002	A005-R1-TRIM2-CHIPPING-INSP	13	7.2
A005-MA	70.003	A005-R1-TRIM2-CHIPPING-INSP-REV	1	6.6
A005-MA	70.003	A005-R1-TRIM2-CHIPPING-INSP-REV	2	6.6
A005-MA	70.003	A005-R1-TRIM2-CHIPPING-INSP-REV	3	6.6
A005-MA	70.003	A005-R1-TRIM2-CHIPPING-INSP-REV	4	6.6
A005-MA	70.003	A005-R1-TRIM2-CHIPPING-INSP-REV	5	6.6
A005-MA	70.003	A005-R1-TRIM2-CHIPPING-INSP-REV	6	6.6
A005-MA	70.003	A005-R1-TRIM2-CHIPPING-INSP-REV	7	6.6
A005-MA	70.003	A005-R1-TRIM2-CHIPPING-INSP-REV	8	6.6
A005-MA	70.003	A005-R1-TRIM2-CHIPPING-INSP-REV	9	6.6
A005-MA	70.003	A005-R1-TRIM2-CHIPPING-INSP-REV	10	6.6
A005-MA	70.003	A005-R1-TRIM2-CHIPPING-INSP-REV	11	6.6
A005-MA	70.003	A005-R1-TRIM2-CHIPPING-INSP-REV	12	6.6
A005-MA	70.003	A005-R1-TRIM2-CHIPPING-INSP-REV	13	6.6
A005-MA	70.004	A005-R1-TRIM2-WIDTH-DEPTH-MEAS1	1	2.04
A005-MA	70.004	A005-R1-TRIM2-WIDTH-DEPTH-MEAS1	2	3.72
A005-MA	70.004	A005-R1-TRIM2-WIDTH-DEPTH-MEAS1	3	5.4
A005-MA	70.004	A005-R1-TRIM2-WIDTH-DEPTH-MEAS1	4	7.08
A005-MA	70.004	A005-R1-TRIM2-WIDTH-DEPTH-MEAS1	5	8.76
A005-MA	70.004	A005-R1-TRIM2-WIDTH-DEPTH-MEAS1	6	10.44
A005-MA	70.004	A005-R1-TRIM2-WIDTH-DEPTH-MEAS1	7	12.12
A005-MA	70.004	A005-R1-TRIM2-WIDTH-DEPTH-MEAS1	8	13.8
A005-MA	70.004	A005-R1-TRIM2-WIDTH-DEPTH-MEAS1	9	15.36
A005-MA	70.004	A005-R1-TRIM2-WIDTH-DEPTH-MEAS1	10	16.92
A005-MA	70.004	A005-R1-TRIM2-WIDTH-DEPTH-MEAS1	11	18.48
A005-MA	70.004	A005-R1-TRIM2-WIDTH-DEPTH-MEAS1	12	20.04
A005-MA	70.004	A005-R1-TRIM2-WIDTH-DEPTH-MEAS1	13	21.6
A005-MA	70.005	A005-R1-TRIM2-DIA-MEAS	1	7.8
A005-MA	70.005	A005-R1-TRIM2-DIA-MEAS	2	8.4
A005-MA	70.005	A005-R1-TRIM2-DIA-MEAS	3	9.0
A005-MA	70.005	A005-R1-TRIM2-DIA-MEAS	4	9.6
A005-MA	70.005	A005-R1-TRIM2-DIA-MEAS	5	10.2
A005-MA	70.005	A005-R1-TRIM2-DIA-MEAS	6	10.8
A005-MA	70.005	A005-R1-TRIM2-DIA-MEAS	7	11.4
A005-MA	70.005	A005-R1-TRIM2-DIA-MEAS	8	12.0
A005-MA	70.005	A005-R1-TRIM2-DIA-MEAS	9	12.72
A005-MA	70.005	A005-R1-TRIM2-DIA-MEAS	10	13.44
A005-MA	70.005	A005-R1-TRIM2-DIA-MEAS	11	14.16
A005-MA	70.005	A005-R1-TRIM2-DIA-MEAS	12	14.88
A005-MA	70.005	A005-R1-TRIM2-DIA-MEAS	13	15.6
A005-MA	70.006	A005-R1-TRIM2-NOTCH-CUTTING	1	10.44
A005-MA	70.006	A005-R1-TRIM2-NOTCH-CUTTING	2	15.12
A005-MA	70.006	A005-R1-TRIM2-NOTCH-CUTTING	3	19.8
A005-MA	70.006	A005-R1-TRIM2-NOTCH-CUTTING	4	24.48
A005-MA	70.006	A005-R1-TRIM2-NOTCH-CUTTING	5	29.16
A005-MA	70.006	A005-R1-TRIM2-NOTCH-CUTTING	6	33.84
A005-MA	70.006	A005-R1-TRIM2-NOTCH-CUTTING	7	38.52
A005-MA	70.006	A005-R1-TRIM2-NOTCH-CUTTING	8	43.2
A005-MA	70.006	A005-R1-TRIM2-NOTCH-CUTTING	9	47.88
A005-MA	70.006	A005-R1-TRIM2-NOTCH-CUTTING	10	52.56
A005-MA	70.006	A005-R1-TRIM2-NOTCH-CUTTING	11	57.24
A005-MA	70.006	A005-R1-TRIM2-NOTCH-CUTTING	12	61.92
A005-MA	70.006	A005-R1-TRIM2-NOTCH-CUTTING	13	66.6
A005-MA	70.007	A005-R1-TRIM2-WIDTH-DEPTH-MEAS2	1	6.6
A005-MA	70.007	A005-R1-TRIM2-WIDTH-DEPTH-MEAS2	2	12.0
A005-MA	70.007	A005-R1-TRIM2-WIDTH-DEPTH-MEAS2	3	17.4
A005-MA	70.007	A005-R1-TRIM2-WIDTH-DEPTH-MEAS2	4	22.8
A005-MA	70.007	A005-R1-TRIM2-WIDTH-DEPTH-MEAS2	5	28.2
A005-MA	70.007	A005-R1-TRIM2-WIDTH-DEPTH-MEAS2	6	33.6
A005-MA	70.007	A005-R1-TRIM2-WIDTH-DEPTH-MEAS2	7	39.0
A005-MA	70.007	A005-R1-TRIM2-WIDTH-DEPTH-MEAS2	8	44.4
A005-MA	70.007	A005-R1-TRIM2-WIDTH-DEPTH-MEAS2	9	49.8
A005-MA	70.007	A005-R1-TRIM2-WIDTH-DEPTH-MEAS2	10	55.2
A005-MA	70.007	A005-R1-TRIM2-WIDTH-DEPTH-MEAS2	11	60.6
A005-MA	70.007	A005-R1-TRIM2-WIDTH-DEPTH-MEAS2	12	66.0
A005-MA	70.007	A005-R1-TRIM2-WIDTH-DEPTH-MEAS2	13	71.4
A005-MA	70.008	A005-R1-TRIM2-INSP	1	1.68
A005-MA	70.008	A005-R1-TRIM2-INSP	2	2.04
A005-MA	70.008	A005-R1-TRIM2-INSP	3	2.4
A005-MA	70.008	A005-R1-TRIM2-INSP	4	2.76
A005-MA	70.008	A005-R1-TRIM2-INSP	5	3.12
A005-MA	70.008	A005-R1-TRIM2-INSP	6	3.48
A005-MA	70.008	A005-R1-TRIM2-INSP	7	3.84
A005-MA	70.008	A005-R1-TRIM2-INSP	8	4.2
A005-MA	70.008	A005-R1-TRIM2-INSP	9	4.56
A005-MA	70.008	A005-R1-TRIM2-INSP	10	4.92
A005-MA	70.008	A005-R1-TRIM2-INSP	11	5.28
A005-MA	70.008	A005-R1-TRIM2-INSP	12	5.64
A005-MA	70.008	A005-R1-TRIM2-INSP	13	6.0
A005-MA	70.009	A005-R1-TRIM2-INSP-REV	1	4.2
A005-MA	70.009	A005-R1-TRIM2-INSP-REV	2	4.2
A005-MA	70.009	A005-R1-TRIM2-INSP-REV	3	4.2
A005-MA	70.009	A005-R1-TRIM2-INSP-REV	4	4.2
A005-MA	70.009	A005-R1-TRIM2-INSP-REV	5	4.2
A005-MA	70.009	A005-R1-TRIM2-INSP-REV	6	4.2
A005-MA	70.009	A005-R1-TRIM2-INSP-REV	7	4.2
A005-MA	70.009	A005-R1-TRIM2-INSP-REV	8	4.2
A005-MA	70.009	A005-R1-TRIM2-INSP-REV	9	4.2
A005-MA	70.009	A005-R1-TRIM2-INSP-REV	10	4.2
A005-MA	70.009	A005-R1-TRIM2-INSP-REV	11	4.2
A005-MA	70.009	A005-R1-TRIM2-INSP-REV	12	4.2
A005-MA	70.009	A005-R1-TRIM2-INSP-REV	13	4.2
A005-MA	80.001	A005-R1-DB2-SORT	1	1.92
A005-MA	80.001	A005-R1-DB2-SORT	2	2.76
A005-MA	80.001	A005-R1-DB2-SORT	3	3.6
A005-MA	80.001	A005-R1-DB2-SORT	4	4.44
A005-MA	80.001	A005-R1-DB2-SORT	5	5.28
A005-MA	80.001	A005-R1-DB2-SORT	6	6.12
A005-MA	80.001	A005-R1-DB2-SORT	7	6.96
A005-MA	80.001	A005-R1-DB2-SORT	8	7.8
A005-MA	80.001	A005-R1-DB2-SORT	9	8.64
A005-MA	80.001	A005-R1-DB2-SORT	10	9.48
A005-MA	80.001	A005-R1-DB2-SORT	11	10.32
A005-MA	80.001	A005-R1-DB2-SORT	12	11.16
A005-MA	80.001	A005-R1-DB2-SORT	13	12.0
A005-MA	80.002	A005-R1-DB2-DEBOND	1	22.8
A005-MA	80.002	A005-R1-DB2-DEBOND	2	31.8
A005-MA	80.002	A005-R1-DB2-DEBOND	3	40.8
A005-MA	80.002	A005-R1-DB2-DEBOND	4	49.8
A005-MA	80.002	A005-R1-DB2-DEBOND	5	58.8
A005-MA	80.002	A005-R1-DB2-DEBOND	6	67.8
A005-MA	80.002	A005-R1-DB2-DEBOND	7	76.8
A005-MA	80.002	A005-R1-DB2-DEBOND	8	85.8
A005-MA	80.002	A005-R1-DB2-DEBOND	9	94.8
A005-MA	80.002	A005-R1-DB2-DEBOND	10	103.8
A005-MA	80.002	A005-R1-DB2-DEBOND	11	112.8
A005-MA	80.002	A005-R1-DB2-DEBOND	12	121.8
A005-MA	80.002	A005-R1-DB2-DEBOND	13	130.8
A005-MA	80.003	A005-R1-DB2-DES	1	18.6
A005-MA	80.003	A005-R1-DB2-DES	2	18.6
A005-MA	80.003	A005-R1-DB2-DES	3	18.6
A005-MA	80.003	A005-R1-DB2-DES	4	18.6
A005-MA	80.003	A005-R1-DB2-DES	5	18.6
A005-MA	80.003	A005-R1-DB2-DES	6	18.6
A005-MA	80.003	A005-R1-DB2-DES	7	18.6
A005-MA	80.003	A005-R1-DB2-DES	8	18.6
A005-MA	80.003	A005-R1-DB2-DES	9	18.6
A005-MA	80.003	A005-R1-DB2-DES	10	18.6
A005-MA	80.003	A005-R1-DB2-DES	11	18.6
A005-MA	80.003	A005-R1-DB2-DES	12	18.6
A005-MA	80.003	A005-R1-DB2-DES	13	18.6
A005-MA	80.004	A005-R1-DB2-BUFFER-ETCH	1	12.84
A005-MA	80.004	A005-R1-DB2-BUFFER-ETCH	2	25.92
A005-MA	80.004	A005-R1-DB2-BUFFER-ETCH	3	39.0
A005-MA	80.004	A005-R1-DB2-BUFFER-ETCH	4	52.08
A005-MA	80.004	A005-R1-DB2-BUFFER-ETCH	5	65.16
A005-MA	80.004	A005-R1-DB2-BUFFER-ETCH	6	78.24
A005-MA	80.004	A005-R1-DB2-BUFFER-ETCH	7	91.32
A005-MA	80.004	A005-R1-DB2-BUFFER-ETCH	8	104.4
A005-MA	80.004	A005-R1-DB2-BUFFER-ETCH	9	117.48
A005-MA	80.004	A005-R1-DB2-BUFFER-ETCH	10	130.56
A005-MA	80.004	A005-R1-DB2-BUFFER-ETCH	11	143.64
A005-MA	80.004	A005-R1-DB2-BUFFER-ETCH	12	156.72
A005-MA	80.004	A005-R1-DB2-BUFFER-ETCH	13	169.8
A005-MA	80.005	A005-R1-DB2-INSP	1	2.76
A005-MA	80.005	A005-R1-DB2-INSP	2	3.48
A005-MA	80.005	A005-R1-DB2-INSP	3	4.2
A005-MA	80.005	A005-R1-DB2-INSP	4	4.92
A005-MA	80.005	A005-R1-DB2-INSP	5	5.64
A005-MA	80.005	A005-R1-DB2-INSP	6	6.36
A005-MA	80.005	A005-R1-DB2-INSP	7	7.08
A005-MA	80.005	A005-R1-DB2-INSP	8	7.8
A005-MA	80.005	A005-R1-DB2-INSP	9	8.64
A005-MA	80.005	A005-R1-DB2-INSP	10	9.48
A005-MA	80.005	A005-R1-DB2-INSP	11	10.32
A005-MA	80.005	A005-R1-DB2-INSP	12	11.16
A005-MA	80.005	A005-R1-DB2-INSP	13	12.0
A005-MA	80.006	A005-R1-DB2-INSP-REV	1	10.68
A005-MA	80.006	A005-R1-DB2-INSP-REV	2	21.24
A005-MA	80.006	A005-R1-DB2-INSP-REV	3	31.8
A005-MA	80.006	A005-R1-DB2-INSP-REV	4	42.36
A005-MA	80.006	A005-R1-DB2-INSP-REV	5	52.92
A005-MA	80.006	A005-R1-DB2-INSP-REV	6	63.48
A005-MA	80.006	A005-R1-DB2-INSP-REV	7	74.04
A005-MA	80.006	A005-R1-DB2-INSP-REV	8	84.6
A005-MA	80.006	A005-R1-DB2-INSP-REV	9	95.04
A005-MA	80.006	A005-R1-DB2-INSP-REV	10	105.48
A005-MA	80.006	A005-R1-DB2-INSP-REV	11	115.92
A005-MA	80.006	A005-R1-DB2-INSP-REV	12	126.36
A005-MA	80.006	A005-R1-DB2-INSP-REV	13	136.8
A005-MA	80.007	A005-R1-DB2-CLEAN	1	35.76
A005-MA	80.007	A005-R1-DB2-CLEAN	2	63.48
A005-MA	80.007	A005-R1-DB2-CLEAN	3	91.2
A005-MA	80.007	A005-R1-DB2-CLEAN	4	118.92
A005-MA	80.007	A005-R1-DB2-CLEAN	5	146.64
A005-MA	80.007	A005-R1-DB2-CLEAN	6	174.36
A005-MA	80.007	A005-R1-DB2-CLEAN	7	202.08
A005-MA	80.007	A005-R1-DB2-CLEAN	8	229.8
A005-MA	80.007	A005-R1-DB2-CLEAN	9	257.4
A005-MA	80.007	A005-R1-DB2-CLEAN	10	285.0
A005-MA	80.007	A005-R1-DB2-CLEAN	11	312.6
A005-MA	80.007	A005-R1-DB2-CLEAN	12	340.2
A005-MA	80.007	A005-R1-DB2-CLEAN	13	367.8
A005-MA	80.008	A005-R1-DB2-OMINSP	1	4.08
A005-MA	80.008	A005-R1-DB2-OMINSP	2	5.04
A005-MA	80.008	A005-R1-DB2-OMINSP	3	6.0
A005-MA	80.008	A005-R1-DB2-OMINSP	4	6.96
A005-MA	80.008	A005-R1-DB2-OMINSP	5	7.92
A005-MA	80.008	A005-R1-DB2-OMINSP	6	8.88
A005-MA	80.008	A005-R1-DB2-OMINSP	7	9.84
A005-MA	80.008	A005-R1-DB2-OMINSP	8	10.8
A005-MA	80.008	A005-R1-DB2-OMINSP	9	11.88
A005-MA	80.008	A005-R1-DB2-OMINSP	10	12.96
A005-MA	80.008	A005-R1-DB2-OMINSP	11	14.04
A005-MA	80.008	A005-R1-DB2-OMINSP	12	15.12
A005-MA	80.008	A005-R1-DB2-OMINSP	13	16.2
A005-MA	80.009	A005-R1-DB2-OMINSP-REV	1	1.32
A005-MA	80.009	A005-R1-DB2-OMINSP-REV	2	2.16
A005-MA	80.009	A005-R1-DB2-OMINSP-REV	3	3.0
A005-MA	80.009	A005-R1-DB2-OMINSP-REV	4	3.84
A005-MA	80.009	A005-R1-DB2-OMINSP-REV	5	4.68
A005-MA	80.009	A005-R1-DB2-OMINSP-REV	6	5.52
A005-MA	80.009	A005-R1-DB2-OMINSP-REV	7	6.36
A005-MA	80.009	A005-R1-DB2-OMINSP-REV	8	7.2
A005-MA	80.009	A005-R1-DB2-OMINSP-REV	9	8.04
A005-MA	80.009	A005-R1-DB2-OMINSP-REV	10	8.88
A005-MA	80.009	A005-R1-DB2-OMINSP-REV	11	9.72
A005-MA	80.009	A005-R1-DB2-OMINSP-REV	12	10.56
A005-MA	80.009	A005-R1-DB2-OMINSP-REV	13	11.4
A005-MA	80.010	A005-R1-DB2-WPGMEAS	1	4.8
A005-MA	80.010	A005-R1-DB2-WPGMEAS	2	8.4
A005-MA	80.010	A005-R1-DB2-WPGMEAS	3	12.0
A005-MA	80.010	A005-R1-DB2-WPGMEAS	4	15.6
A005-MA	80.010	A005-R1-DB2-WPGMEAS	5	19.2
A005-MA	80.010	A005-R1-DB2-WPGMEAS	6	22.8
A005-MA	80.010	A005-R1-DB2-WPGMEAS	7	26.4
A005-MA	80.010	A005-R1-DB2-WPGMEAS	8	30.0
A005-MA	80.010	A005-R1-DB2-WPGMEAS	9	33.6
A005-MA	80.010	A005-R1-DB2-WPGMEAS	10	37.2
A005-MA	80.010	A005-R1-DB2-WPGMEAS	11	40.8
A005-MA	80.010	A005-R1-DB2-WPGMEAS	12	44.4
A005-MA	80.010	A005-R1-DB2-WPGMEAS	13	48.0
A005-MA	80.011	A005-R1-TRIM3-TRIMING	1	19.92
A005-MA	80.011	A005-R1-TRIM3-TRIMING	2	29.16
A005-MA	80.011	A005-R1-TRIM3-TRIMING	3	38.4
A005-MA	80.011	A005-R1-TRIM3-TRIMING	4	47.64
A005-MA	80.011	A005-R1-TRIM3-TRIMING	5	56.88
A005-MA	80.011	A005-R1-TRIM3-TRIMING	6	66.12
A005-MA	80.011	A005-R1-TRIM3-TRIMING	7	75.36
A005-MA	80.011	A005-R1-TRIM3-TRIMING	8	84.6
A005-MA	80.011	A005-R1-TRIM3-TRIMING	9	93.96
A005-MA	80.011	A005-R1-TRIM3-TRIMING	10	103.32
A005-MA	80.011	A005-R1-TRIM3-TRIMING	11	112.68
A005-MA	80.011	A005-R1-TRIM3-TRIMING	12	122.04
A005-MA	80.011	A005-R1-TRIM3-TRIMING	13	131.4
A005-MA	80.012	A005-R1-TRIM3-WIDTH-DEPTH-MEAS	1	7.2
A005-MA	80.012	A005-R1-TRIM3-WIDTH-DEPTH-MEAS	2	12.6
A005-MA	80.012	A005-R1-TRIM3-WIDTH-DEPTH-MEAS	3	18.0
A005-MA	80.012	A005-R1-TRIM3-WIDTH-DEPTH-MEAS	4	23.4
A005-MA	80.012	A005-R1-TRIM3-WIDTH-DEPTH-MEAS	5	28.8
A005-MA	80.012	A005-R1-TRIM3-WIDTH-DEPTH-MEAS	6	34.2
A005-MA	80.012	A005-R1-TRIM3-WIDTH-DEPTH-MEAS	7	39.6
A005-MA	80.012	A005-R1-TRIM3-WIDTH-DEPTH-MEAS	8	45.0
A005-MA	80.012	A005-R1-TRIM3-WIDTH-DEPTH-MEAS	9	50.4
A005-MA	80.012	A005-R1-TRIM3-WIDTH-DEPTH-MEAS	10	55.8
A005-MA	80.012	A005-R1-TRIM3-WIDTH-DEPTH-MEAS	11	61.2
A005-MA	80.012	A005-R1-TRIM3-WIDTH-DEPTH-MEAS	12	66.6
A005-MA	80.012	A005-R1-TRIM3-WIDTH-DEPTH-MEAS	13	72.0
A005-MA	80.013	A005-R1-TRIM3-CHIPPING-INSP	1	1.56
A005-MA	80.013	A005-R1-TRIM3-CHIPPING-INSP	2	2.28
A005-MA	80.013	A005-R1-TRIM3-CHIPPING-INSP	3	3.0
A005-MA	80.013	A005-R1-TRIM3-CHIPPING-INSP	4	3.72
A005-MA	80.013	A005-R1-TRIM3-CHIPPING-INSP	5	4.44
A005-MA	80.013	A005-R1-TRIM3-CHIPPING-INSP	6	5.16
A005-MA	80.013	A005-R1-TRIM3-CHIPPING-INSP	7	5.88
A005-MA	80.013	A005-R1-TRIM3-CHIPPING-INSP	8	6.6
A005-MA	80.013	A005-R1-TRIM3-CHIPPING-INSP	9	7.44
A005-MA	80.013	A005-R1-TRIM3-CHIPPING-INSP	10	8.28
A005-MA	80.013	A005-R1-TRIM3-CHIPPING-INSP	11	9.12
A005-MA	80.013	A005-R1-TRIM3-CHIPPING-INSP	12	9.96
A005-MA	80.013	A005-R1-TRIM3-CHIPPING-INSP	13	10.8
A005-MA	80.014	A005-R1-TRIM3-CHIPPING-INSP-REV	1	3.6
A005-MA	80.014	A005-R1-TRIM3-CHIPPING-INSP-REV	2	3.6
A005-MA	80.014	A005-R1-TRIM3-CHIPPING-INSP-REV	3	3.6
A005-MA	80.014	A005-R1-TRIM3-CHIPPING-INSP-REV	4	3.6
A005-MA	80.014	A005-R1-TRIM3-CHIPPING-INSP-REV	5	3.6
A005-MA	80.014	A005-R1-TRIM3-CHIPPING-INSP-REV	6	3.6
A005-MA	80.014	A005-R1-TRIM3-CHIPPING-INSP-REV	7	3.6
A005-MA	80.014	A005-R1-TRIM3-CHIPPING-INSP-REV	8	3.6
A005-MA	80.014	A005-R1-TRIM3-CHIPPING-INSP-REV	9	3.6
A005-MA	80.014	A005-R1-TRIM3-CHIPPING-INSP-REV	10	3.6
A005-MA	80.014	A005-R1-TRIM3-CHIPPING-INSP-REV	11	3.6
A005-MA	80.014	A005-R1-TRIM3-CHIPPING-INSP-REV	12	3.6
A005-MA	80.014	A005-R1-TRIM3-CHIPPING-INSP-REV	13	3.6
A005-MA	80.015	A005-R1-DB2-POSTET3-SCRB	1	6.72
A005-MA	80.015	A005-R1-DB2-POSTET3-SCRB	2	12.96
A005-MA	80.015	A005-R1-DB2-POSTET3-SCRB	3	19.2
A005-MA	80.015	A005-R1-DB2-POSTET3-SCRB	4	25.44
A005-MA	80.015	A005-R1-DB2-POSTET3-SCRB	5	31.68
A005-MA	80.015	A005-R1-DB2-POSTET3-SCRB	6	37.92
A005-MA	80.015	A005-R1-DB2-POSTET3-SCRB	7	44.16
A005-MA	80.015	A005-R1-DB2-POSTET3-SCRB	8	50.4
A005-MA	80.015	A005-R1-DB2-POSTET3-SCRB	9	56.52
A005-MA	80.015	A005-R1-DB2-POSTET3-SCRB	10	62.64
A005-MA	80.015	A005-R1-DB2-POSTET3-SCRB	11	68.76
A005-MA	80.015	A005-R1-DB2-POSTET3-SCRB	12	74.88
A005-MA	80.015	A005-R1-DB2-POSTET3-SCRB	13	81.0
A005-MA	80.016	A005-R1-TRIM3-EDGE-2D-SCAN	1	6.0
